#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
CallGenome		workflow	0	0	0	0			CallWorkflow
callGenomeSegment_chromId_000_1_0010	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:118550681-130405748 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0010.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0010.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0010.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0010	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0010		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0010.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0010.vcf"
callGenomeSegment_chromId_000_1_0011	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:130405749-142260816 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0011.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0011.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0011.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0011	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0011		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0011.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0011.vcf"
callGenomeSegment_chromId_000_1_0012	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:142260817-154115884 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0012.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0012.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0012.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0012	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0012		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0012.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0012.vcf"
callGenomeSegment_chromId_000_1_0013	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:154115885-165970952 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0013.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0013.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0013.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0013	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0013		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0013.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0013.vcf"
callGenomeSegment_chromId_000_1_0014	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:165970953-177826020 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0014.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0014.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0014.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0014	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0014		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0014.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0014.vcf"
callGenomeSegment_chromId_000_1_0015	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:177826021-189681087 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0015.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0015.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0015.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0015	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0015		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0015.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0015.vcf"
callGenomeSegment_chromId_000_1_0016	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:189681088-201536154 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0016.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0016.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0016.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0016	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0016		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0016.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0016.vcf"
callGenomeSegment_chromId_000_1_0017	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:201536155-213391221 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0017.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0017.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0017.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0017	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0017		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0017.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0017.vcf"
callGenomeSegment_chromId_000_1_0018	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:213391222-225246288 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0018.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0018.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0018.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0018	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0018		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0018.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0018.vcf"
callGenomeSegment_chromId_000_1_0019	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:225246289-237101355 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0019.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0019.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0019.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0019	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0019		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0019.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0019.vcf"
callGenomeSegment_chromId_000_1_0020	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 1:237101356-248956422 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0020.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0020.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_000_1_0020.xml --strelka-skip-header
compressSegmentOutput_chromId_000_1_0020	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_000_1_0020		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0020.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_000_1_0020.vcf"
